MIM	Gene	Phenotypes
619746	"ZC3HC1, NIPA"	
615152	"KLHDC10, SLIM"	
600688	CPA2	
607635	"CPA4, CPA3"	
609561	CPA5	
114850	CPA1	
610523	"CEP41, TSGA14, JBTS15"	"Joubert syndrome 15, 614464 (3), Autosomal recessive"
607794	MESTIT1	
601029	"MEST, PEG1"	
611768	MIR335	
604355	COPG2	
610581	"COPG2IT1, CIT1"	
609393	"LKF14, BTEB5"	
606641	BMIQ1	"[Body mass index QTL1], 606641 (2)"
610782	"MIR29A, MIRN29A"	
610783	"MIR29B1, MIRN29B1"	
618212	"LINC-PINT, PINT"	
605623	MKLN1	
602632	"PODXL, PCLP"	
604280	PLXNA4	
613748	CHCHD3	
611050	"LUZP6, MPD6"	
608185	"EXOC4, SEC8, KIAA1699"	
616478	LRGUK	
610923	SLC35B4	
103880	"AKR1B1, ALDR1"	
604707	"AKR1B10, ARL1"	
616336	"AKR1B15, AKR1B10L, AKR1R1B7"	
613896	"BPGM, ECYT8"	"Erythrocytosis, familial, 8, 222800 (3), Autosomal recessive"
114213	"CALD1, CDM"	
617346	"AGBL3, CCP3"	
616980	"CYREN, C7orf49, MRI"	
616303	"WDR91, SORF1"	
609987	STRA8	
604911	"CNOT4, NOT4"	
614352	"NUP205, C7orf14, KIAA0225, NPHS13"	"?Nephrotic syndrome, type 13, 616893 (3), Autosomal recessive"
618755	"STMP1, C7orf73, MM47"	
604309	"SLC13A4, SUT1"	
606484	MTPN	
118493	CHRM2	
616972	MIR490	
162095	"PTN, NEGF1"	
604072	DGKI	
608834	"CREB3L2, BBF2H7"	
604741	"AKR1D1, SRD5B1, CBAS2"	"Bile acid synthesis defect, congenital, 2, 235555 (3), Autosomal recessive"
603406	"TRIM24, TIF1, TIF1A, PTC6"	
614158	BDPLT14	"Bleeding disorder, platelet-type, 14, 614158 (2), Autosomal dominant"
603098	DFNB13	"Deafness, autosomal recessive 13, 603098 (2), Autosomal recessive"
182960	DHMN1	"Neuronopathy, distal hereditary motor, type I, 182960 (2), Autosomal dominant"
605727	OTSC2	"Otosclerosis 2, 605727 (2)"
615449	TRBJ@	
615446	TRBV@	
611700	SVOPL	
605239	"ATP6V0A4, ATP6N1B, VPP2, RTA1C, DRTA3"	"Distal renal tubular acidosis 3, with or without sensorineural hearing loss, 602722 (3), Autosomal recessive"
613344	"KIAA1549, RP86"	"Retinitis pigmentosa 86, 618613 (3), Autosomal recessive"
607312	"ZC3HAV1, ZAP, FLJ13288, FLB6421"	
617453	"TTC26, IFT56, BRENS"	"Biliary, renal, neurologic, and skeletal syndrome, 619534 (3), Autosomal recessive"
613841	UBN2	
613056	LUC7L2	
606868	HIPK2	
274180	"TBXAS1, GHOSAL, CYP5"	"Ghosal hematodiaphyseal syndrome, 231095 (3), Autosomal recessive"
612481	"PARP12, ZC3HDC1, FLJ22693"	
619640	"KDM7A, JHDM1D, KIAA1718"	
619137	"SLC37A3, SPX3"	
607754	MKRN1	
603838	NDUFB2	
164757	"BRAF, NS7"	"Melanoma, malignant, somatic, 155600 (3); LEOPARD syndrome 3, 613707 (3), Autosomal dominant; Cardiofaciocutaneous syndrome, 115150 (3), Autosomal dominant; Adenocarcinoma of lung, somatic, 211980 (3); Noonan syndrome 7, 613706 (3), Autosomal dominant; Colorectal cancer, somatic, 114500 (3); Nonsmall cell lung cancer, somatic, 211980 (3)"
611993	MRPS33	
610345	"AGK, MULK, MTDPS10, CATC5, CTRCT38"	"Cataract 38, autosomal recessive, 614691 (3), Autosomal recessive; Sengers syndrome, 212350 (3), Autosomal recessive"
614084	"WEE2, WEE1B, OOMD5"	"Oocyte maturation defect 5, 617996 (3), Autosomal recessive"
600439	"SSBP1, SSBP, OPA13"	"Optic atrophy 13 with retinal and foveal abnormalities, 165510 (3), Autosomal dominant"
604868	"TAS2R3, T2R3"	
604869	"TAS2R4, T2R4"	
605062	"TAS2R5, T2R5"	
604987	"CLEC5A, CLECSF5, MDL1"	
607751	"TAS2R38, T2R61, PTC, THIOT"	"[Phenylthiocarbamide tasting], 171200 (3), Autosomal dominant"
154360	"MGAM, MGA"	
276000	"PRSS1, TRY1"	"Pancreatitis, hereditary, 167800 (3), Autosomal dominant"
601564	"PRSS2, TRY2"	"{Pancreatitis, chronic, protection against}, 167800 (3), Autosomal dominant"
615447	TRBD1	
186930	TRBC1	
615448	TRBD2	
615445	TRBC2	
602757	"EPHB6, HEP"	
606680	"TRPV6, ECAC2, CAT1, CATL, HRPTTN"	"Hyperparathyroidism, transient neonatal, 618188 (3), Autosomal recessive"
606679	"TRPV5, ECAC1, CAT2"	
618946	"LLCFC1, C7orf34, SOF1"	
613883	KEL	"[Blood group, Kell], 110900 (3)"
176720	PIP	
613964	"TAS2R40, T2R40"	
602321	GSTK1	
616524	TMEM139	
600639	"CASP2, NEDD2, ICH1"	
118425	CLCN1	"Myotonia levior, recessive (3); Myotonia congenita, recessive, 255700 (3), Autosomal recessive; Myotonia congenita, dominant, 160800 (3), Autosomal dominant"
619282	"FAM131B, KIAA0773"	
602002	ZYX	
179610	"EPHA1, EPHT1"	
600510	"OPDG, GPDS1, PDS1"	"Ocular pigment dispersion with or without glaucoma, 600510 (2), Autosomal dominant"
612514	SLI4	"{Specific language impairment 4}, 612514 (2)"
613968	"TAS2R60, T2R60"	
613965	"TAS2R41, T2R59"	
616252	"TCAF2, FAM115C, FAM139A"	
616251	"TCAF1, FAM115A, KIAA0738"	
608497	"OR2F1, OLF3"	
608910	CTAGE4	
600888	"ARHGEF5, TIM"	
610934	"NOBOX, POF5"	"Premature ovarian failure 5, 611548 (3), Autosomal dominant"
606370	"TPK1, THMD5"	"Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3), Autosomal recessive"
604569	"CNTNAP2, CASPR2, NRXN4, AUTS15, PTHSL1"	"Pitt-Hopkins like syndrome 1, 610042 (3), Autosomal recessive; {Autism susceptibility 15}, 612100 (3)"
605967	ACRPS	"Acropectoral syndrome, 605967 (2), Autosomal dominant"
609636	AD10	"Alzheimer disease-10, 609636 (2), Autosomal dominant"
611016	AUTS10	"{Autism, susceptibility to, 10}, 611016 (2)"
603134	CUL1	
601573	"EZH2, EZH1, WVS"	"Weaver syndrome, 277590 (3), Autosomal dominant"
601824	"RNY5, Y5"	
601823	"RNY4, Y4"	
601822	"RNY3, Y3"	
601821	"RNY1, Y1"	
619888	GHET1	
619507	ZNF425	
618593	"ZNF398, ZER6"	
603397	"ZNF282, HUB1"	
602386	"ZNF212, ZNFC150, ZNF182"	
619298	ZNF777	
613914	"ZNF746, PARIS"	
614040	"ZNF467, EZI, ZFP467"	
617356	"SSPOP, SSPO"	
611019	ATP6V0E2	
615171	LOC100134040	
615252	"ZBED10P, ZBED6CL, C7orf29"	
601973	"RARRES2, TIG2"	
619039	"REPIN1, RIP60, AP4"	
616962	GIMAP8	
616961	GIMAP7	
608087	"GIMAP4, IMAP4, IAN1"	
616960	GIMAP6	
608085	"GIMAP2, IMAP2"	
608084	"GIMAP1, IMAP1"	
608086	"GIMAP5, IAN4L1, IMAP3, NCPH2"	"Portal hypertension, noncirrhotic, 2, 619463 (3), Autosomal recessive"
610385	LR8	
610334	"TEM176A, HCA112, GS188"	
104610	ABP1	
152427	"KCNH2, LQT2, HERG, SQT1"	"Short QT syndrome 1, 609620 (3); Long QT syndrome 2, 613688 (3), Autosomal dominant; {Long QT syndrome 2, acquired, susceptibility to}, 613688 (3), Autosomal dominant"
163729	NOS3	"{Coronary artery spasm 1, susceptibility to} (3); {Hypertension, susceptibility to}, 145500 (3), Multifactorial; {Placental abruption} (3); {Alzheimer disease, late-onset, susceptibility to}, 104300 (3), Autosomal dominant; {Hypertension, pregnancy-induced}, 189800 (3), Autosomal dominant; {Ischemic stroke, susceptibility to}, 601367 (3), Multifactorial"
612205	"ATG9B, NOS3AS, APG9L2, SONE"	
605464	"ABCB8, MABC1"	
611741	"ACCN3, ASIC3, TNAC1, DRASIC"	
123831	"CDK5, LIS7"	"?Lissencephaly 7 with cerebellar hypoplasia, 616342 (3), Autosomal recessive"
109280	"SLC4A2, AE2, EPB3L1"	
606965	"FASTK, FAST"	
614792	"TMUB1, DULP, SB144, C7orf21"	
616813	"AGAP3, CENTG3, CRAG"	
603354	GBX1	
615054	"ASB10, GLC1F"	"Glaucoma 1, open angle, F, 603383 (3), Autosomal dominant"
612510	"ABCF2, HUSSY18"	
608037	"CHPF2, KIAA1402, CSGlcAT"	
615245	MIR671	
601737	"SMARCD3, BAF60C"	
607981	NUB1	
609603	CRYGN	
601293	"RHEB, RHEB2"	
602743	"PRKAG2, WPWS, CMH6"	"Glycogen storage disease of heart, lethal congenital, 261740 (3), Autosomal dominant; Wolff-Parkinson-White syndrome, 194200 (3), Autosomal dominant; Cardiomyopathy, hypertrophic 6, 600858 (3), Autosomal dominant"
615133	"GALNTL5, GALNACT19"	
615130	"GALNT11, GALNACT11"	
606833	"KMT2C, MLL3, KIAA1506, KLEFS2"	"Kleefstra syndrome 2, 617768 (3), Autosomal dominant"
600375	"XRCC2, FANCU, SPGF50, POF17"	"Spermatogenic failure 50, 619145 (3), Autosomal recessive; ?Premature ovarian failure 17, 619146 (3), Autosomal recessive; ?Fanconi anemia, complementation group U, 617247 (3), Autosomal recessive"
126141	"DPP6, VF2, MRD33"	"Intellectual developmental disorder, autosomal dominant 33, 616311 (3); {Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3), Autosomal dominant"
608254	"PAXIP1, PAXIP1L, PTIP"	
601305	HTR5A	
613959	"SCZD16, C16DUPq36.3, DUP7q36.3"	"Schizophrenia 16, 613959 (4)"
602055	INSIG1	
608450	BLACE	
131310	EN2	
612493	CNPY1	
600725	"SHH, HPE3, HLP3, SMMCI, MCOPCB5"	"Microphthalmia with coloboma 5, 611638 (3), Autosomal dominant; Schizencephaly, 269160 (3); Single median maxillary central incisor, 147250 (3), Autosomal dominant; Holoprosencephaly 3, 142945 (3), Autosomal dominant"
610242	C7orf13	
610241	RNF32	
605522	"LMBR1, ACHP, C7orf2, PPD2, THYP, LSS"	"Triphalangeal thumb, type I, 174500 (3), Autosomal dominant; Syndactyly, type IV, 186200 (3), Autosomal dominant; Laurin-Sandrow syndrome, 135750 (3), Autosomal dominant; Hypoplastic or aplastic tibia with polydactyly, 188740 (3), Autosomal dominant; Polydactyly, preaxial type II, 174500 (3), Autosomal dominant; Acheiropody, 200500 (3), Autosomal recessive; Triphalangeal thumb-polysyndactyly syndrome, 174500 (3), Autosomal dominant"
611269	"NOM1, C7orf3"	
142994	"MNX1, HLXB9, HOXHB9, SCRA1"	"Currarino syndrome, 176450 (3), Autosomal dominant"
614454	"UBE3C, HECTH2, KIAA0010, KIAA10"	
611332	"DNAJB6, MRJ, DJ4, LGMDD1"	"Muscular dystrophy, limb-girdle, autosomal dominant 1, 603511 (3), Autosomal dominant"
601698	"PTPRN2, IAR, ICAAR"	
608532	"NCAPG2, CAPG2, MTB, 3KS"	"Khan-Khan-Katsanis syndrome, 618460 (3), Autosomal recessive"
616691	"ESYT2, FAM62B"	
615462	"WDR60, SRTD8, SRPS6"	"Short-rib thoracic dysplasia 8 with or without polydactyly, 615503 (3), Autosomal recessive"
601970	VIPR2	
608391	"AIS2, VAMAS3"	"{Autoimmune disease, susceptibility to, 2}, 608391 (2)"
606129	DBA2	"Diamond-Blackfan anemia 2, 606129 (2)"
612279	GEFSP6	"Generalized epilepsy with febrile seizures plus, type 6, 612279 (2)"
609259	MYP10	"Myopia 10, 609259 (2), Multifactorial"
615174	TDH	
606662	WS2C	"Waardenburg syndrome, type 2C, 606662 (2)"
609098	"FBXO25, FBX25"	
619049	TDRP	
605438	"DLGAP2, DAP2"	
607837	"CLN8, EPMR"	"Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant, 610003 (3), Autosomal recessive; Ceroid lipofuscinosis, neuronal, 8, 600143 (3), Autosomal recessive"
608136	"ARHGEF10, KIAA0294, SNCV"	"?Slowed nerve conduction velocity, AD, 608236 (3), Autosomal dominant"
618794	"KBTBD11, KIAA0711"	
603509	MYOM2	
608397	"CSMD1, KIAA1890"	
222400	DIH2	"Hernia, congenital diaphragmatic 2, 222400 (2), Autosomal recessive"
612254	SLEB12	"{Systemic lupus erythematosus, susceptibility to, 12}, 612254 (2)"
607117	MCPH1	"Microcephaly 1, primary, autosomal recessive, 251200 (3), Autosomal recessive"
601922	"ANGPT2, ANG2, LMPHM10"	"Lymphatic malformation 10, 619369 (3), Autosomal dominant"
614796	AGPAT5	
602056	DEFB1	
600471	"DEFA6, DEF6"	
601157	"DEFA4, DEF4, HP4"	
125220	"DEFA1, DEF1, MRS"	
604522	"DEFA3, DEF3, HNP3"	
600472	"DEFA5, DEF5"	
613051	"FAM90A15P, FAM90A15"	
613042	"FAM90A3P, FAM90A3"	
613049	"FAM90A13P, FAM90A13"	
613043	"FAM90A5P, FAM90A5"	
613054	"FAM90A20P, FAM90A20"	
606611	"DEFB103A, DEFB3, HBD3, HBP3"	
606560	"SPAG11B, HE2, EP2"	
613044	"FAM90A7P, FAM90A7"	
613050	"FAM90A14P, FAM90A14"	
613052	"FAM90A18P, FAM90A18"	
613045	"FAM90A8P, FAM90A8"	
613053	"FAM90A19P, FAM90A19"	
613046	"FAM90A9P, FAM90A9"	
613047	"FAM90A10P, FAM90A10"	
602215	"DEFB4A, DEFB4, DEFB2"	
613048	"FAM90A12P, FAM90A12"	
617344	"PRAG1, PRAGMIN, NACK"	
609203	CLDN23	
605352	"MFHAS1, MASL1"	"Malignant fibrous histiocytoma, 605352 (2)"
608739	"ERI1, HEXO"	
610541	"PPP1R3B, GL"	
603303	"TNKS, TNKS1"	
609327	"MIR124-1, MIR124A"	
601250	MSRA	
615144	"PRSS55, TSP1"	
608581	"RP1L1, OCMD, RP88"	"Occult macular dystrophy, 613587 (3), Autosomal dominant; Retinitis pigmentosa 88, 618826 (3), Autosomal recessive"
612202	SOX7	
606505	PINX1	
606260	"MTMR9, MTMR8"	
615199	"SLC35G5, AMAC, AMAC1L2"	
610085	"FAM167A, C8orf13"	
191305	"BLK, MODY11"	"Maturity-onset diabetes of the young, type 11, 613375 (3), Autosomal dominant"
600576	"GATA4, ASD2, VSD1, TACHD, TOF"	"Tetralogy of Fallot, 187500 (3), Autosomal dominant; Atrial septal defect 2, 607941 (3), Autosomal dominant; Ventricular septal defect 1, 614429 (3), Autosomal dominant; Atrioventricular septal defect 4, 614430 (3), Autosomal dominant; ?Testicular anomalies with or without congenital heart disease, 615542 (3), Autosomal dominant"
608933	"NEIL2, NEI2"	
184420	"FDFT1, DGPT, SQSD"	"Squalene synthase deficiency, 618156 (3), Autosomal recessive"
116810	"CTSB, CPSB, RECEUP"	"Keratolytic winter erythema, 148370 (4), Autosomal dominant"
610186	"USP17L2, DUB3"	
616122	FAM86B1	
616123	FAM86B2	
614252	ANIB11	"Aneurysm, intracranial berry, 11, 614252 (2)"
612030	CHDS9	"{Coronary heart disease, susceptibility to, 9}, 612030 (2)"
612789	DFNB71	"Deafness, autosomal recessive 71, 612789 (2), Autosomal recessive"
610099	MPD3	"Myopathy, distal, 3, 610099 (2), Autosomal dominant"
615666	"KIAA1456, TRM9L"	
604258	DLC1	"Colorectal cancer, somatic, 114500 (3)"
608113	"SGCZ, ZSG1"	
601385	"TUSC3, M33, D8S1992, MRT7, MRT22"	"Intellectual developmental disorder, autosomal recessive 7, 611093 (3), Autosomal recessive"
153622	"MSR1, SCARA1, SRA"	"Barrett esophagus/esophageal adenocarcinoma, 614266 (3)"
605558	"FGF20, RHDA2"	"?Renal hypodysplasia/aplasia 2, 615721 (3), Autosomal recessive"
610633	"MICU3, EFHA2"	
618621	"ZDHHC2, DHHC2, ZNF372, REAM"	
604913	"CNOT7, CAF1"	
609927	"VPS37A, HCRP1, SPG53"	"Spastic paraplegia 53, autosomal recessive, 614898 (3), Autosomal recessive"
603562	MTMR7	
601872	"SLC7A2, ATRC2, HCAT2"	
604584	"PDGFRL, PDGRL, PRLTS"	"Hepatocellular cancer, somatic, 114550 (3); Colorectal cancer, somatic, 114500 (3)"
609589	"MTUS1, ATIP, KIAA1288"	
605776	"FGL1, HFREP1"	
600299	"PCM1, PTC4"	
613468	"ASAH1, AC, SMAPME"	"Spinal muscular atrophy with progressive myoclonic epilepsy, 159950 (3), Autosomal recessive; Farber lipogranulomatosis, 228000 (3), Autosomal recessive"
108345	"NAT1, AAC1"	
612182	"NAT2, AAC2"	"[Acetylation, slow], 243400 (3), Autosomal recessive"
614440	"PSD3, HCA67, EFA6R"	
603013	SCZD6	"{Schizophrenia}, 181500 (2), Autosomal dominant"
614968	"SH2D4A, SH2A, PPP1R38"	
616615	"CSGALNACT1, SDJLABA"	"Skeletal dysplasia, mild, with joint laxity and advanced bone age, 618870 (3), Autosomal recessive"
611353	"INTS10, INT10"	
609708	"LPL, LIPD, HDLCQ11"	"Lipoprotein lipase deficiency, 238600 (3), Autosomal recessive; [High density lipoprotein cholesterol level QTL 11], 238600 (3), Autosomal recessive; Combined hyperlipidemia, familial, 144250 (3), Autosomal dominant"
193002	"SLC18A1, VMAT1, VAT1, CGAT"	
606939	"ATP6V1B2, ATP6B2, VPP3, DOOD, ZLS2"	"Zimmermann-Laband syndrome 2, 616455 (3), Autosomal dominant; Deafness, congenital, with onychodystrophy, autosomal dominant, 124480 (3), Autosomal dominant"
606551	"LZTS1, F37, FEZ1"	"Esophageal squamous cell carcinoma, somatic, 133239 (3)"
601956	"GFRA2, GDNFRB"	
604997	"DOK2, P56DOK"	
606140	"XPO7, RANBP16, KIAA0745"	
608073	NPM2	
603725	"FGF17, HH20"	"Hypogonadotropic hypogonadism 20 with or without anosmia, 615270 (3), Autosomal dominant"
125305	"EPB49, DMT"	
615791	"NUDT18, MTH3"	
602302	"HR, AU, MUHH1"	"Atrichia with papular lesions, 209500 (3), Autosomal recessive; Alopecia universalis, 203655 (3), Autosomal recessive"
619257	"HRURF, U2HR"	"Hypotrichosis 4, 146550 (3), Autosomal dominant"
609349	"REEP4, C8orf20"	
608302	LGI3	
178620	"SFTPC, SFTP2, SMDP2"	"Surfactant metabolism dysfunction, pulmonary, 2, 610913 (3), Autosomal dominant"
112264	"BMP1, OI13"	"Osteogenesis imperfecta, type XIII, 614856 (3), Autosomal recessive"
608511	"PHYHIP, PAHXAP1, KIAA0273"	
614112	"MIR320A, MIRN320A"	
187280	"POLR3D, BN51T, TSBN51"	
610312	"PIWIL2, MILI"	
608736	"SLC39A14, ZIP14, KIAA0062, HMNDYT2, HCIN"	"?Hyperostosis cranalis interna, 144755 (3), Autosomal dominant; Hypermanganesemia with dystonia 2, 617013 (3), Autosomal recessive"
114107	"PPP3CC, CALNA3"	
610795	"SORBS3, SCAM1, SH3D4"	
609722	"PDLIM2, MYSTIQUE"	
607359	"CCAR2, DBC1, KIAA1967"	
606396	BIN3	
602419	EGR3	
612473	"PEPB4, CORK1"	
607352	"RHOBTB2, DBC2, KIAA0717, DEE64"	"Developmental and epileptic encephalopathy 64, 618004 (3), Autosomal dominant"
603612	"TNFRSF10B, DR5, TRAILR2"	"Squamous cell carcinoma, head and neck, 275355 (3), Autosomal recessive"
603613	"TNFRSF10C, DCR1, TRAILR3, TRID"	
603614	"TNFRSF10D, DCR2, TRAILR4"	
603611	"TNFRSF10A, DR4, TRAILR1, APO2"	
611130	CHMP7	
606663	LOXL2	
607577	"ENTPD4, LYSAL1, LAP70, KIAA0392"	
610387	"SLC25A37, MFRN, MFRN1"	
602041	"NKX3-1, NKX3A, BAPX2"	
611770	"NKX2-6, CSX2, CTHM"	"Persistent truncus arteriosus, 217095 (3); Conotruncal heart malformations, 217095 (3)"
601185	"STC1, STC"	
606188	"ADAM28, MDCL"	
606393	"ADAMDEC1, DECYSIN"	
607310	ADAM7	
162250	"NEFM, NEF3, NFM"	
162280	"NEFL, CMT2E, CMT1F, CMTDIG"	"Charcot-Marie-Tooth disease, type 1F, 607734 (3), Autosomal recessive, Autosomal dominant; Charcot-Marie-Tooth disease, dominant intermediate G, 617882 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2E, 607684 (3), Autosomal dominant"
616904	DOCK5	
152760	"GNRH1, LNRH, HH12"	"?Hypogonadotropic hypogonadism 12 with or without anosmia, 614841 (3), Autosomal recessive"
617265	"KCTD9, BTBD27"	
618785	"CDCA2, PPP1R81"	
609934	EBF2	
604941	PPP2R2A	
605368	"BNIP3L, NIX"	
603970	"PNMA2, MA2, MM2"	
602463	"DPYSL2, DRP2, CRMP2"	
104221	ADRA1C	
617007	"TRIM35, MAIR, HLS5, KIAA1098"	
601212	"PTK2B, FAK2, PYK2"	
118502	CHRNA2	"Epilepsy, nocturnal frontal lobe, type 4, 610353 (3), Autosomal dominant"
132811	EPHX2	"{Hypercholesterolemia, familial, due to LDLR defect, modifier of}, 143890 (3), Autosomal recessive, Autosomal dominant"
240400	"GULOP, GULO"	Scurvy (3)
611945	SPG37	"Spastic paraplegia 37, autosomal dominant, 611945 (2), Autosomal dominant"
185430	"CLU, CLI, SGP2, TRPM2"	
602728	"SCARA3, MSLR1, CSR"	
619100	CCDC25	
609353	"ESCO2, RBS, JHS"	"Juberg-Hayward syndrome, 216100 (3), Autosomal recessive; Roberts-SC phocomelia syndrome, 268300 (3), Autosomal recessive"
611210	"PBK, TOPK"	
611306	SCARA5	
619088	"NUGGC, SLIPGC"	
612722	"ELP3, KAT9"	
601459	"PNOC, PPNOC"	
609494	"ZNF395, PBF, HDBP2"	
608519	"FBXO16, FBX16"	
606143	FZD3	
605744	"EXTL3, EXTR1, ISDNA"	"Immunoskeletal dysplasia with neurodevelopmental abnormalities, 617425 (3), Autosomal recessive"
611352	"INTS9, INT9, RC74"	
618610	"HMBOX1, TAH1, PBHNF"	
611073	AD12	"{Alzheimer disease 12}, 611073 (2)"
612348	THPH9	?Thrombophilia 9 due to decreased release of tissue plasminogen (1)
607350	"KIF13B, GAKIN, KIAA0639"	
602747	"DUSP4, MKP2, HVH2"	
614768	"TMEM66, SARAF"	
607338	LEPROTL1	
611940	"MBOAT4, GOAT"	
612963	"DCTN6, WS3, P27"	
601558	RBPMS	
189964	"GTF2E2, TTD6"	"Trichothiodystrophy 6, nonphotosensitive, 616943 (3), Autosomal recessive"
138300	"GSR, GSRD"	"Hemolytic anemia due to glutathione reductase deficiency, 618660 (3), Autosomal recessive"
602155	"UBXN8, D8S2298E, REP8"	
176916	PPP2CB	
605795	"TEX15, SPGF25"	"Spermatogenic failure 25, 617960 (3), Autosomal recessive"
618041	"PURG, PURGA, PURGB"	
604611	"RECQL2, RECQ3, WRN"	"Werner syndrome, 277700 (3), Autosomal recessive"
142445	"NRG1, HGL, HRGA, ARIA"	"{?Schizophrenia, susceptibility to}, 603013 (1)"
616931	"FUT10, FUCTX"	
614426	"TTI2, C8orf41, MRT39"	"Intellectual developmental disorder, autosomal recessive 39, 615541 (3), Autosomal recessive"
616664	SNORD13	
618368	"DUSP26, MKP8, LDP4, NEAP"	
616466	"UNC5D, UNC5H4"	
613523	SCLL	"Chromosome 8p11 myeloproliferative syndrome, 613523 (4)"
615215	"KCNU1, SLO3"	
617045	"ZNF703, ZEPPO1, NLZ1"	
611605	"ERLIN2, SPFH2, C8orf2, SPG18"	"Spastic paraplegia 18, autosomal recessive, 611225 (3), Autosomal recessive"
604436	"PLPBP, PROSC, EPVB6D"	"Epilepsy, early-onset, vitamin B6-dependent, 617290 (3), Autosomal recessive"
606823	"ADGRA2, GPR124, TEM5, KIAA1531"	
607013	"BRF2, BRFU, TFIIIB50"	
608737	"RAB11FIP1, RCP"	
109691	ADRB3	"{Obesity, susceptibility to}, 601665 (3), Autosomal recessive, Multifactorial, Autosomal dominant"
602223	"EIF4EBP1, 4EBP1"	
604782	"ASH2L, ASH2L2, ASH2L1"	
600617	STAR	"Lipoid adrenal hyperplasia, 201710 (3), Autosomal recessive"
607281	"LSM1, CASM"	
603884	"BAG4, SODD"	
615003	"DDHD2, KIAA0725, SPG54"	"Spastic paraplegia 54, autosomal recessive, 615033 (3), Autosomal recessive"
610626	"PLPP5, PPAPDC1B, HTPAP"	
607083	"NSD3, WHSC1L1"	
136350	"FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL"	"Pfeiffer syndrome, 101600 (3), Autosomal dominant; Hypogonadotropic hypogonadism 2 with or without anosmia, 147950 (3), Autosomal dominant; Jackson-Weiss syndrome, 123150 (3), Autosomal dominant; Hartsfield syndrome, 615465 (3), Autosomal dominant; Trigonocephaly 1, 190440 (3), Autosomal dominant; Osteoglophonic dysplasia, 166250 (3), Autosomal dominant; Encephalocraniocutaneous lipomatosis, somatic mosaic, 613001 (3)"
605301	TACC1	
607773	"PLEKHA2, TAPP2"	
610700	HTRA4	
610081	"TM2D2, BLP1"	
602713	"ADAM9, MDC9, MCMP, CORD9"	"Cone-rod dystrophy 9, 612775 (3), Autosomal recessive"
618602	ADAM32	
619495	"ADAM18, TMDCIII"	
601533	"ADAM2, FTNB, PH30, CRYN1, CRYN2"	
147435	"IDO1, INDO, IDO"	
